ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
benS03_816,ben,S03_816,āraśolā,,,borin2013ids
benS03_817,ben,S03_817,ui,,,borin2013ids
benS03_818,ben,S03_818,mākar̖asā,,,borin2013ids
benS03_819,ben,S03_819,mākar̖asā oyeba,,,borin2013ids
benS03_820,ben,S03_820,bhramara ,,,borin2013ids
benS03_821,ben,S03_821,moma ,,,borin2013ids
benS03_822,ben,S03_822,maucāka ,,,borin2013ids
benS03_823,ben,S03_823,ballā ,,,borin2013ids
benS03_830,ben,S03_830,or̖ā,,,borin2013ids
benS03_831,ben,S03_831,ḍān̄śa ,,,borin2013ids
benS03_832,ben,S03_832,maśā,,,borin2013ids
benS03_840,ben,S03_840,krimi,,,borin2013ids
benS03_850,ben,S03_850,sāpa,,,borin2013ids
benS03_910,ben,S03_910,jonāki,,,borin2013ids
benS03_920,ben,S03_920,prajāpati,,,borin2013ids
benS03_930,ben,S03_930,pataṅga ,,,borin2013ids
benS03_940,ben,S03_940,śāmuka ,,,borin2013ids
benS03_950,ben,S03_950,byāṅa,,,borin2013ids
benS03_960,ben,S03_960,ṭikaṭiki,,,borin2013ids
benS03_970,ben,S03_970,kumira,,,borin2013ids
benS03_980,ben,S03_980,kacchapa,,,borin2013ids
benS04_110,ben,S04_110,śarīra,,,borin2013ids
benS04_120,ben,S04_120,tbaka,,,borin2013ids
benS04_130,ben,S04_130,māṁsa,,,borin2013ids
benS04_140,ben,S04_140,cula,,,borin2013ids
benS04_142,ben,S04_142,śmaśru ,,,borin2013ids
benS04_144,ben,S04_144,cula,,,borin2013ids
benS04_145,ben,S04_145,cula,,,borin2013ids
benS04_146,ben,S04_146,khuśaki,,,borin2013ids
benS04_150,ben,S04_150,rakta,,,borin2013ids
benS04_151,ben,S04_151,śirā,,,borin2013ids
benS04_160,ben,S04_160,hār̖a,,,borin2013ids
benS04_162,ben,S04_162,parśukā ,,,borin2013ids
benS04_170,ben,S04_170,śiṁ,,,borin2013ids
benS04_180,ben,S04_180,leja,,,borin2013ids
benS04_190,ben,S04_190,pichane,,,borin2013ids
benS04_191,ben,S04_191,merudanḍa,,,borin2013ids
benS04_200,ben,S04_200,māthā,,,borin2013ids
benS04_201,ben,S04_201,raga,,,borin2013ids
benS04_202,ben,S04_202,khuli ,,,borin2013ids
benS04_203,ben,S04_203,buddhi,,,borin2013ids
benS04_204,ben,S04_204,mukha,,,borin2013ids
benS04_205,ben,S04_205,lalāṭa ,,,borin2013ids
benS04_207,ben,S04_207,coyāla,,,borin2013ids
benS04_208,ben,S04_208,gāla,,,borin2013ids
benS04_209,ben,S04_209,thon̄tā,,,borin2013ids
benS04_210,ben,S04_210,nayana,,,borin2013ids
benS04_212,ben,S04_212,bhuru ,,,borin2013ids
benS04_214,ben,S04_214,pakṣma,,,borin2013ids
benS04_215,ben,S04_215,palaka phelā,,,borin2013ids
benS04_220,ben,S04_220,kāna,,,borin2013ids
benS04_222,ben,S04_222,khaila ,,,borin2013ids
benS04_230,ben,S04_230,nāka,,,borin2013ids
benS04_231,ben,S04_231,nāsā ,,,borin2013ids
benS04_232,ben,S04_232,śleṣmā ,,,borin2013ids
benS04_240,ben,S04_240,mukha,,,borin2013ids
benS04_241,ben,S04_241,cañcu,,,borin2013ids
benS04_250,ben,S04_250,ṭhon̄ṭa,,,borin2013ids
benS04_260,ben,S04_260,jihbā,,,borin2013ids
benS04_270,ben,S04_270,dān̄ta,,,borin2013ids
benS04_271,ben,S04_271,mār̖i,,,borin2013ids
benS04_272,ben,S04_272,isadanta,,,borin2013ids
benS04_280,ben,S04_280,ghār̖a,,,borin2013ids
benS04_281,ben,S04_281,grībā ,,,borin2013ids
benS04_290,ben,S04_290,galā,,,borin2013ids
benS04_300,ben,S04_300,kān̄dha,,,borin2013ids
benS04_302,ben,S04_302,kaṇṭhā,,,borin2013ids
benS04_310,ben,S04_310,bāhu,,,borin2013ids
benS04_312,ben,S04_312,bagala,,,borin2013ids
benS04_320,ben,S04_320,kanui,,,borin2013ids
benS04_321,ben,S04_321,kabji,,,borin2013ids
benS04_330,ben,S04_330,hāta,,,borin2013ids
benS04_331,ben,S04_331,khābala,,,borin2013ids
benS04_340,ben,S04_340,āṅula,,,borin2013ids
benS04_342,ben,S04_342,briddhāṅguṣṭha ,,,borin2013ids
benS04_344,ben,S04_344,nakha,,,borin2013ids
benS04_345,ben,S04_345,nakha,,,borin2013ids
benS04_350,ben,S04_350,kadama,,,borin2013ids
benS04_351,ben,S04_351,ūru ,,,borin2013ids
benS04_360,ben,S04_360,jānu ,,,borin2013ids
benS04_370,ben,S04_370,pāda,,,borin2013ids
benS04_371,ben,S04_371,caraṇa,,,borin2013ids
benS04_372,ben,S04_372,er̖i,,,borin2013ids
benS04_380,ben,S04_380,pāyera āṅgula,,,borin2013ids
benS04_392,ben,S04_392,ḍānā,,,borin2013ids
benS04_393,ben,S04_393,pākhanā,,,borin2013ids
benS04_400,ben,S04_400,buka,,,borin2013ids
benS04_410,ben,S04_410,stana,,,borin2013ids
benS04_412,ben,S04_412,boṭā,,,borin2013ids
benS04_420,ben,S04_420,pālāna,,,borin2013ids
benS04_430,ben,S04_430,nābhi ,,,borin2013ids
benS04_440,ben,S04_440,hr̥daya,,,borin2013ids
benS04_441,ben,S04_441,phusaphusa,,,borin2013ids
benS04_450,ben,S04_450,libhāra ,,,borin2013ids
benS04_451,ben,S04_451,brikka,,,borin2013ids
benS04_452,ben,S04_452,plīhā ,,,borin2013ids
benS04_460,ben,S04_460,pākāśaya ,,,borin2013ids
benS04_461,ben,S04_461,antra,,,borin2013ids
benS04_462,ben,S04_462,komara,,,borin2013ids
benS04_463,ben,S04_463,kaṭi,,,borin2013ids
benS04_464,ben,S04_464,nitamba ,,,borin2013ids
benS04_470,ben,S04_470,jaṭhara ,,,borin2013ids
benS04_490,ben,S04_490,muṣka ,,,borin2013ids
benS04_492,ben,S04_492,śiśna,,,borin2013ids
benS04_510,ben,S04_510,śbasa-pbhraśbasa kārā,,,borin2013ids
benS04_520,ben,S04_520,hāi neoyā,,,borin2013ids
benS04_521,ben,S04_521,un̄ki neoyā,,,borin2013ids
benS04_530,ben,S04_530,kāśi āsā,,,borin2013ids
benS04_540,ben,S04_540,han̄cā,,,borin2013ids
benS04_550,ben,S04_550,ghāmā ,,,borin2013ids
benS04_560,ben,S04_560,thutu deoyā,,,borin2013ids
benS04_570,ben,S04_570,bami kārā,,,borin2013ids
benS04_580,ben,S04_580,kāmar̖āno,,,borin2013ids
benS04_590,ben,S04_590,cāṭā,,,borin2013ids
benS04_591,ben,S04_591,lālājharā,,,borin2013ids
benS04_610,ben,S04_610,ghumāna,,,borin2013ids
benS04_612,ben,S04_612,nāka ḍākāra śabda,,,borin2013ids
benS04_620,ben,S04_620,sbapna āsā,,,borin2013ids
benS04_630,ben,S04_630,ghuma theke oṭhā,,,borin2013ids
benS04_640,ben,S04_640,pādā,,,borin2013ids
benS04_650,ben,S04_650,mūtra tyāga,,,borin2013ids
benS04_660,ben,S04_660,pāyakhānā karā,,,borin2013ids
benS04_670,ben,S04_670,sambhoga karā,,,borin2013ids
benS04_680,ben,S04_680,kāmpana deoyā,,,borin2013ids
benS04_690,ben,S04_690,nāoyā,,,borin2013ids
benS04_710,ben,S04_710,payadā karā,,,borin2013ids
benS04_720,ben,S04_720,udgata haoyā,,,borin2013ids
benS04_730,ben,S04_730,garbhabatī,,,borin2013ids
benS04_732,ben,S04_732,bhābā,,,borin2013ids
benS04_740,ben,S04_740,jībita thākā,,,borin2013ids
benS04_750,ben,S04_750,marā,,,borin2013ids
benS04_751,ben,S04_751,ḍubā ,,,borin2013ids
benS04_760,ben,S04_760,nihata  karā,,,borin2013ids
benS04_770,ben,S04_770,lāśa ,,,borin2013ids
benS04_780,ben,S04_780,por̖āno,,,borin2013ids
benS04_790,ben,S04_790,kabara,,,borin2013ids
benS04_810,ben,S04_810,baliṣṭha,,,borin2013ids
benS04_820,ben,S04_820,durbala,,,borin2013ids
benS04_830,ben,S04_830,sbāsthyasammata,,,borin2013ids
benS04_840,ben,S04_840,asustha,,,borin2013ids
benS04_841,ben,S04_841,jbara,,,borin2013ids
benS04_843,ben,S04_843,sardi,,,borin2013ids
benS04_850,ben,S04_850,kṣata,,,borin2013ids
benS04_852,ben,S04_852,kālaśire,,,borin2013ids
benS04_853,ben,S04_853,gaja,,,borin2013ids
benS04_854,ben,S04_854,culakāno,,,borin2013ids
benS04_855,ben,S04_855,phosakā,,,borin2013ids
benS04_856,ben,S04_856,phor̖ā ,,,borin2013ids
benS04_857,ben,S04_857,phusakur̖i ,,,borin2013ids
benS04_858,ben,S04_858,khun̄ta,,,borin2013ids
benS04_860,ben,S04_860,ārogya karā,,,borin2013ids
benS04_870,ben,S04_870,kucikitsaka ,,,borin2013ids
benS04_880,ben,S04_880,auṣadha,,,borin2013ids
benS04_890,ben,S04_890,biṣa,,,borin2013ids
benS04_910,ben,S04_910,śrānta ,,,borin2013ids
benS04_912,ben,S04_912, jirāno,,,borin2013ids
benS04_920,ben,S04_920,alasa,,,borin2013ids
benS04_930,ben,S04_930,ṭāka,,,borin2013ids
benS04_940,ben,S04_940,khon̄r̖ā,,,borin2013ids
benS04_950,ben,S04_950,badhira,,,borin2013ids
benS04_960,ben,S04_960,nīraba,,,borin2013ids
benS04_970,ben,S04_970,andha,,,borin2013ids
benS04_980,ben,S04_980,mātāla,,,borin2013ids
benS04_990,ben,S04_990,ulaṅga,,,borin2013ids
benS05_110,ben,S05_110,āhāra karā,,,borin2013ids
benS05_120,ben,S05_120,khādya,,,borin2013ids
benS05_121,ben,S05_121,ran̄dhā,,,borin2013ids
benS05_122,ben,S05_122,kān̄cā,,,borin2013ids
benS05_123,ben,S05_123,pākā,,,borin2013ids
benS05_124,ben,S05_124,āpākā ,,,borin2013ids
benS05_125,ben,S05_125,pacā,,,borin2013ids
benS05_130,ben,S05_130,pāna karā,,,borin2013ids
benS05_140,ben,S05_140,kṣudhā lāgā,,,borin2013ids
benS05_141,ben,S05_141,ākāla,,,borin2013ids
benS05_160,ben,S05_160,coṣā,,,borin2013ids
benS05_180,ben,S05_180,kāmar̖āno,,,borin2013ids
benS05_181,ben,S05_181,gelā ,,,borin2013ids
benS05_190,ben,S05_190,rodhā,,,borin2013ids
benS05_210,ben,S05_210,rān̄dhā ,,,borin2013ids
benS05_220,ben,S05_220,sijhā,,,borin2013ids
benS05_230,ben,S05_230,bhājā,,,borin2013ids
benS05_240,ben,S05_240,sekā ,,,borin2013ids
benS05_250,ben,S05_250,culli,,,borin2013ids
benS05_260,ben,S05_260,pātra,,,borin2013ids
benS05_270,ben,S05_270,keṭali,,,borin2013ids
benS05_280,ben,S05_280,kandu,,,borin2013ids
benS05_310,ben,S05_310,khañcā,,,borin2013ids
benS05_320,ben,S05_320,pirica,,,borin2013ids
benS05_330,ben,S05_330,jāmabāṭi ,,,borin2013ids
benS05_340,ben,S05_340,gāgari ,,,borin2013ids
benS05_350,ben,S05_350,peyālā,,,borin2013ids
benS05_360,ben,S05_360,pirica,,,borin2013ids
benS05_370,ben,S05_370,cāmaca,,,borin2013ids
benS05_380,ben,S05_380,churi,,,borin2013ids
benS05_390,ben,S05_390,kān̄ṭā,,,borin2013ids
benS05_391,ben,S05_391,cimaṭā ,,,borin2013ids
benS05_410,ben,S05_410,āhāra ,,,borin2013ids
benS05_420,ben,S05_420,prātarāśa,,,borin2013ids
benS05_430,ben,S05_430,madhyāhnabhoja,,,borin2013ids
benS05_440,ben,S05_440,bhoja ,,,borin2013ids
benS05_450,ben,S05_450,bhoja,,,borin2013ids
benS05_460,ben,S05_460,cholā,,,borin2013ids
benS05_470,ben,S05_470,chan̄kā ,,,borin2013ids
benS05_480,ben,S05_480,cān̄chā,,,borin2013ids
benS05_490,ben,S05_490,ghān̄ṭā,,,borin2013ids
benS05_510,ben,S05_510,ruṭi,,,borin2013ids
benS05_530,ben,S05_530,leci,,,borin2013ids
benS05_540,ben,S05_540,mākhā,,,borin2013ids
benS05_550,ben,S05_550,āṭā,,,borin2013ids
benS05_560,ben,S05_560,piṣā,,,borin2013ids
benS05_570,ben,S05_570,bhānā ,,,borin2013ids
benS05_580,ben,S05_580,khala,,,borin2013ids
benS05_590,ben,S05_590,nor̖ā,,,borin2013ids
benS05_610,ben,S05_610,māṁsa,,,borin2013ids
benS05_640,ben,S05_640,supa,,,borin2013ids
benS05_650,ben,S05_650,śākasabjī,,,borin2013ids
benS05_660,ben,S05_660,śima ,,,borin2013ids
benS05_700,ben,S05_700,ālu,,,borin2013ids
benS05_710,ben,S05_710,phala,,,borin2013ids
benS05_712,ben,S05_712,guccha,,,borin2013ids
benS05_750,ben,S05_750,ḍumura,,,borin2013ids
benS05_760,ben,S05_760,āṅura,,,borin2013ids
benS05_770,ben,S05_770,bādāma,,,borin2013ids
benS05_780,ben,S05_780,jalapāi,,,borin2013ids
benS05_790,ben,S05_790,tela,,,borin2013ids
benS05_791,ben,S05_791,ghuṣa,,,borin2013ids
benS05_810,ben,S05_810,nuna,,,borin2013ids
benS05_820,ben,S05_820,golamarica,,,borin2013ids
benS05_821,ben,S05_821,kān̄cā marica,,,borin2013ids
benS05_840,ben,S05_840,madhu,,,borin2013ids
benS05_850,ben,S05_850,cini,,,borin2013ids
benS05_860,ben,S05_860,dudha,,,borin2013ids
benS05_870,ben,S05_870,dohana karā,,,borin2013ids
benS05_880,ben,S05_880,panira,,,borin2013ids
benS05_890,ben,S05_890,mākhana,,,borin2013ids
benS05_900,ben,S05_900,pānīya,,,borin2013ids
benS05_910,ben,S05_910,triṇa ,,,borin2013ids
benS05_920,ben,S05_920,mada,,,borin2013ids
benS05_930,ben,S05_930,biyāra,,,borin2013ids
benS05_970,ben,S05_970,ḍima,,,borin2013ids
benS05_971,ben,S05_971,ḍimera kusuma,,,borin2013ids
benS06_110,ben,S06_110,por̖āno,,,borin2013ids
benS06_120,ben,S06_120,poṣāka,,,borin2013ids
benS06_130,ben,S06_130,darji,,,borin2013ids
benS06_210,ben,S06_210,jāmākāpar̖a,,,borin2013ids
benS06_220,ben,S06_220,ūrṇā ,,,borin2013ids
benS06_230,ben,S06_230,kṣauma ,,,borin2013ids
benS06_240,ben,S06_240,tulā,,,borin2013ids
benS06_250,ben,S06_250,reśama,,,borin2013ids
benS06_270,ben,S06_270,paśami,,,borin2013ids
benS06_280,ben,S06_280,paśama,,,borin2013ids
benS06_290,ben,S06_290,carma ,,,borin2013ids
benS06_310,ben,S06_310,ghorā ,,,borin2013ids
benS06_320,ben,S06_320,tarku ,,,borin2013ids
benS06_330,ben,S06_330,bonā,,,borin2013ids
benS06_340,ben,S06_340,tān̄ta,,,borin2013ids
benS06_350,ben,S06_350,selāi karā,,,borin2013ids
benS06_360,ben,S06_360,sūci,,,borin2013ids
benS06_370,ben,S06_370,ārā,,,borin2013ids
benS06_380,ben,S06_380,sutā,,,borin2013ids
benS06_390,ben,S06_390,raṁ karā,,,borin2013ids
benS06_410,ben,S06_410,ābaraṇa,,,borin2013ids
benS06_420,ben,S06_420,pośāka,,,borin2013ids
benS06_430,ben,S06_430,koṭa,,,borin2013ids
benS06_440,ben,S06_440,śārṭa,,,borin2013ids
benS06_450,ben,S06_450,kalāra ,,,borin2013ids
benS06_460,ben,S06_460,ghāgarā,,,borin2013ids
